id,category,occasionSlug,sourceKey,bucket,reason,shape,extractOk,extractWhy,gate1Hit,entryType,arabicEmpty,translationEmpty,transliterationEmpty,instructionInTranslation,arabicFrameHit,quranNarrativeSubclause
nasai:5484,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5494,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5495,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5496,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5502,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5504,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5506,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5507,Seeking Refuge with Allah (Kitab al-Isti'adha),travel,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5510,Seeking Refuge with Allah (Kitab al-Isti'adha),travel,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5512,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,"isnad verb (حدثنا / أخبرنا), 'the Messenger of Allah said'",
nasai:5515,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5528,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,"isnad verb (حدثنا / أخبرنا), 'the Messenger of Allah said'",
nasai:5530,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,"isnad verb (حدثنا / أخبرنا), 'the Messenger of Allah said'",
nasai:5531,Seeking Refuge with Allah (Kitab al-Isti'adha),general,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5538,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,"isnad verb (حدثنا / أخبرنا), 'I heard the Messenger…'",
nasai:5539,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5540,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5542,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5543,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5544,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5547,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
nasai:5548,Seeking Refuge with Allah (Kitab al-Isti'adha),protection,nasai,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
quran:10:85,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:10:88,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:11:45,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:11:47,Qur'anic supplications,protection,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:12:101,Qur'anic supplications,funeral-illness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:12:33,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:14:35,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:14:36,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:14:37,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:14:38,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:14:40,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:14:41,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:18:10,Qur'anic supplications,guidance,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:19:4,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:19:8,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:2:126,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:2:127,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:2:128,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:2:129,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:2:201,Qur'anic supplications,protection,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:2:250,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:2:260,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:20:25,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:20:45,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:21:112,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:21:89,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:23:109,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:23:26,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:23:94,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:25:65,Qur'anic supplications,protection,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:25:74,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:26:117,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:26:12,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:26:169,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:26:83,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:27:19,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:27:44,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:28:16,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:28:17,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:28:21,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:28:24,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:28:33,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:29:30,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:147,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:16,Qur'anic supplications,protection,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:35,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:36,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:38,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:40,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:41,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:47,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:53,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:8,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:3:9,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:37:100,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:38:35,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:4:75,Qur'anic supplications,distress,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:4:77,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:40:7,Qur'anic supplications,protection,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:40:8,Qur'anic supplications,family-children,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:46:15,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:5:25,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:5:83,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:59:10,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:60:5,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:66:11,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:66:8,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:7:126,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:7:143,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:7:151,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:7:155,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:7:23,Qur'anic supplications,forgiveness,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:7:47,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:7:89,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
quran:71:5,Qur'anic supplications,general,quran,NOT_YET,full āyah — supplication is one clause,quran-clause,yes,,,,,,yes,,,
tirmidhi:3475,Chapters on Supplication (Kitab al-Da'awat),morning-evening,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3476,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3477,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3478,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3479,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3482,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3484,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3491,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3501,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3503,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3505,Chapters on Supplication (Kitab al-Da'awat),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3511,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3518,Chapters on Supplication (Kitab al-Da'awat),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3522,Chapters on Supplication (Kitab al-Da'awat),travel,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3523,Chapters on Supplication (Kitab al-Da'awat),travel,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3529,Chapters on Supplication (Kitab al-Da'awat),travel,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3530,Chapters on Supplication (Kitab al-Da'awat),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3531,Chapters on Supplication (Kitab al-Da'awat),travel,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3533,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3534,Chapters on Supplication (Kitab al-Da'awat),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3566,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3567,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,"isnad verb (حدثنا / أخبرنا), 'the Messenger of Allah said'",
tirmidhi:3568,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3569,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3573,Chapters on Supplication (Kitab al-Da'awat),guidance,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3575,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3576,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3577,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3578,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3579,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3584,Chapters on Supplication (Kitab al-Da'awat),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3586,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3595,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3597,Chapters on Supplication (Kitab al-Da'awat),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3600,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3604,Chapters on Supplication (Kitab al-Da'awat),weather-nature,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3607,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,"isnad verb (حدثنا / أخبرنا), 'the Messenger of Allah said'",
tirmidhi:3611,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3613,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3628,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,"isnad verb (حدثنا / أخبرنا), 'the Messenger of Allah said'",
tirmidhi:3631,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3635,Chapters on Supplication (Kitab al-Da'awat),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3650,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3651,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3654,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3656,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3658,Chapters on Supplication (Kitab al-Da'awat),general,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3670,Chapters on Supplication (Kitab al-Da'awat),family-children,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3673,Chapters on Supplication (Kitab al-Da'awat),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3675,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3683,Chapters on Supplication (Kitab al-Da'awat),protection,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,"isnad verb (حدثنا / أخبرنا), 'the Messenger of Allah said'",
tirmidhi:3690,Chapters on Supplication (Kitab al-Da'awat),praise-dhikr,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:3695,Chapters on Supplication (Kitab al-Da'awat),distress,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
tirmidhi:464,The Book on Al-Witr (Kitab al-Witr),forgiveness,tirmidhi,NOT_YET,isnad in Arabic field — extractable,classb-isnad,yes,,,,,,yes,,isnad verb (حدثنا / أخبرنا),
